Date,Open,High,Low,Close,Adj Close,Volume
7/11/2017,38.462502,39.047501,38.037498,38.970001,38.52599,75795600
7/12/2017,39.575001,40.75,39.139999,40.627499,40.164593,114520800
7/13/2017,40.75,41.575001,39.6875,40.157501,39.69994,136913200
7/14/2017,40.322498,41.252499,40.252499,41.237499,40.767639,94194800
7/17/2017,41.5825,41.875,40.4375,41.0625,40.594631,93079200
7/18/2017,40.445,41.637501,40.325001,41.490002,41.017273,77664000
7/19/2017,41.5825,41.849998,41.1525,41.275002,40.804718,68704400
7/20/2017,41.482498,41.877499,40.977501,41.875,41.397877,69959600
7/21/2017,41.6675,42.325001,41.522499,42.025002,41.546177,64833200
7/24/2017,42.0975,42.195,41.43,41.537498,41.064213,65252400
7/25/2017,41.305,41.482498,40.895,41.337502,40.866508,49655600
7/26/2017,41.919998,42.482498,41.462502,41.814999,41.338558,64040400
7/27/2017,42.067501,42.185001,39.389999,40.435001,39.974289,78285600
7/28/2017,40.072498,41.345001,39.82,41.0975,40.629234,51334800
7/31/2017,41.235001,41.599998,40.154999,40.627499,40.164593,55967200
8/1/2017,40.532501,41.139999,40.25,41.122501,40.653957,43138400
8/2/2017,41.4375,41.477501,40.317501,41.0975,40.629234,47844400
8/3/2017,41.092499,41.657501,40.919998,41.619999,41.14579,44242000
8/4/2017,41.849998,42.517502,41.619999,41.802502,41.326202,58909600
8/7/2017,42.0975,43.092499,42,43.087502,42.596561,71741200
8/8/2017,43.4725,43.639999,42.177502,42.575001,42.089901,75533600
8/9/2017,42.107498,43.052502,41.9175,43.0275,42.537251,53078400
8/10/2017,43.040001,43.165001,41.0825,41.185001,40.715733,132808800
8/11/2017,39.285,39.75,38.227501,38.990002,38.545738,149719600
8/14/2017,39.9175,42.137501,39.799999,42.099998,41.620316,127902000
8/15/2017,42.1525,42.4175,41.397499,41.744999,41.269356,76453200
8/16/2017,41.897499,42.134998,40.959999,41.287498,40.81707,59663200
8/17/2017,41.202499,41.375,40.345001,40.3675,39.907555,52544400
8/18/2017,40.9175,41.09,39.91,40.375,39.914963,60120400
8/21/2017,40.622501,40.737499,39.342499,39.787498,39.334156,62367200
8/22/2017,40.122501,40.697498,39.927502,40.637501,40.209846,45045600
8/23/2017,40.299999,41.5625,40.212502,41.450001,41.013798,57952000
8/24/2017,41.775002,41.82,41.029999,41.297501,40.862907,46970000
8/25/2017,41.5425,41.645,40.887501,40.952499,40.521534,35720000
8/28/2017,41.145,41.275002,40.5825,41.2425,40.808479,38949600
8/29/2017,40.647499,41.395,40.564999,41.174999,40.741692,32409600
8/30/2017,41.375,41.532501,41.067501,41.419998,40.984104,38440000
8/31/2017,41.625,42.400002,41.549999,42.360001,41.91423,61268400
9/1/2017,42.487499,42.974998,42.400002,42.615002,42.166534,44543200
9/5/2017,42.095001,42.145,40.889999,41.477501,41.041008,69536400
9/6/2017,41.810001,41.950001,41.099998,41.452499,41.01627,39767200
9/7/2017,41.622501,41.9725,41.237499,41.645,41.206749,35286800
9/8/2017,41.5275,41.677502,40.677502,40.922501,40.491848,49885600
9/11/2017,41.384998,42.357498,41.330002,42.25,41.805382,56744400
9/12/2017,42.5,42.5,41.7425,42.4025,41.956268,41148800
9/13/2017,42.147499,42.884998,41.82,42.592499,42.144272,58096000
9/14/2017,42.197498,43.139999,41.950001,42.349998,41.904324,51371200
9/15/2017,43.215,45.0275,43.162498,45.0275,44.553654,136479200
9/18/2017,46.285,47.799999,46.215,46.887501,46.394073,168446000
9/19/2017,46.377499,47.462502,46.154999,46.837502,46.344604,87428000
9/20/2017,46.875,47.355,46.052502,46.459999,45.971073,72492000
9/21/2017,45.41,45.674999,44.4025,45.189999,44.714436,107560000
9/22/2017,45.075001,45.577499,44.650002,44.75,44.27906,49123200
9/25/2017,44.4375,44.450001,42.540001,42.75,42.300114,87458000
9/26/2017,44.112499,44.669998,42.587502,42.990002,42.537601,112562000
9/27/2017,43.904999,44.067501,43.1875,43.932499,43.470165,71372000
9/28/2017,44.005001,44.044998,43.439999,43.919998,43.457806,43524400
9/29/2017,44.77,44.932499,44.3125,44.692501,44.222176,61909200
10/2/2017,45.200001,45.494999,44.25,44.75,44.27906,50348000
10/3/2017,44.8125,45.145,44.395,44.842499,44.370594,39033200
10/4/2017,44.904999,45.442501,44.535,45.217499,44.741653,42784800
10/5/2017,45.465,45.5,44.889999,45.192501,44.716915,43736400
10/6/2017,44.912498,45.459999,44.75,45.325001,44.848019,31880000
10/9/2017,45.697498,46.682499,45.5075,46.3475,45.859756,56349200
10/10/2017,47.857498,48.237499,46.814999,47.232498,46.735443,97487600
10/11/2017,47.400002,47.75,46.935001,47.735001,47.232651,52950800
10/12/2017,47.77,48.272499,47.482498,47.7575,47.254929,52829200
10/13/2017,48.387501,48.75,47.912498,48.647499,48.135548,62872800
10/16/2017,48.950001,49.512501,48.310001,49.482498,48.961765,57664000
10/17/2017,49.272499,49.724998,49.087502,49.4375,48.917244,47859600
10/18/2017,49.5275,49.535,48.330002,49.395,48.875187,56731600
10/19/2017,48.610001,49.5,48.112499,49.450001,48.929611,57077200
10/20/2017,49.622501,49.897499,49.134998,49.224998,48.706978,45162000
10/23/2017,49.445,49.712502,48.950001,49.154999,48.637707,42869600
10/24/2017,49.247501,49.6875,48.985001,49.669998,49.147289,40724400
10/25/2017,49.27,49.805,47.7925,48.415001,47.905502,82816000
10/26/2017,48.695,49.040001,48.452499,48.922501,48.407665,32274400
10/27/2017,49.450001,50.467499,49.1875,50.465,49.933937,57219200
10/30/2017,50.465,51.522499,50.305,50.959999,50.423725,50405600
10/31/2017,51.282501,51.9725,51.224998,51.702499,51.158401,41190800
11/1/2017,52.337502,52.4925,51.150002,51.799999,51.254875,50257600
11/2/2017,51.5,51.952499,50.912498,51.485001,50.943188,34230800
11/3/2017,51.799999,52.172501,51.334999,52.172501,51.623463,35364000
11/6/2017,51.799999,52.494999,51.674999,52.407501,51.855991,38994400
11/7/2017,52.637501,53.224998,52.514999,53.0075,52.449661,42770000
11/8/2017,52.962502,53,51.810001,52.290001,51.739716,52298800
11/9/2017,51.317501,51.5825,50.092499,51.330002,50.789818,97856400
11/10/2017,53.27,54.6675,52.907501,54.035,53.466358,125325600
11/13/2017,54.035,54.2925,53.002499,53.157501,52.598103,58237600
11/14/2017,53.25,53.700001,52.807499,53.544998,52.981514,52929200
11/15/2017,52.987499,53,51.950001,52.494999,51.942566,50194800
11/16/2017,53.244999,53.549999,52.8125,52.9025,52.345772,44176800
11/17/2017,53.48,53.837502,52.6875,52.84,52.283928,51566400
11/20/2017,52.997501,53.642502,52.625,53.52,52.956776,39610000
11/21/2017,53.922501,54.130001,53.599998,54.012501,53.444092,39917600
11/22/2017,54.25,54.25,53.4025,53.732498,53.203983,35664000
11/24/2017,53.897499,54.25,53.650002,54.240002,53.706497,18075200
11/27/2017,54.327499,54.34,53.502499,53.535,53.008419,42289600
11/28/2017,53.587502,53.682499,52.060001,52.677502,52.159363,51275200
11/29/2017,52.502499,52.529999,47.807499,49.105,48.621994,139678800
11/30/2017,49.799999,50.669998,49.162498,50.177502,49.683956,82376800
12/1/2017,49.827499,50.032501,48.1175,49.419998,48.933895,81154800
12/4/2017,50.012501,50.075001,46.125,46.665001,46.205994,124084400
12/5/2017,45.599998,48.174999,45.145,46.935001,46.473331,98148800
12/6/2017,46.424999,47.535,46.209999,47.314999,46.849586,46703200
12/7/2017,47.990002,48.400002,47.529999,47.997501,47.525387,54260000
12/8/2017,48.502499,48.695,47.787498,47.872501,47.401623,46687600
12/11/2017,48.014999,48.695,47.855,48.665001,48.186321,37274800
12/12/2017,48.224998,48.459999,47.4725,47.709999,47.240719,45501600
12/13/2017,48.125,48.137501,46.470001,46.544998,46.08717,55428000
12/14/2017,46.48,47.334999,46.150002,46.6175,46.158955,43816400
12/15/2017,47.0625,48.095001,46.404999,47.889999,47.418949,67003600
12/18/2017,48.299999,49.505001,48,49.474998,48.98835,47770400
12/19/2017,49.380001,49.432499,48.740002,49.0275,48.545261,37310000
12/20/2017,49.424999,49.517502,48.637501,49.200001,48.716064,28882000
12/21/2017,49.235001,49.487499,48.887501,48.9725,48.490799,30090400
12/22/2017,48.599998,48.912498,47.8125,48.817501,48.337326,46627600
12/26/2017,48.2575,49.4375,47.955002,49.360001,48.874496,35508000
12/27/2017,49.224998,49.9925,49.077499,49.2925,48.807652,32948800
12/28/2017,49.532501,49.845001,49.287498,49.349998,48.864586,24024800
12/29/2017,49.615002,49.615002,48.375,48.375,47.899181,27996400
1/2/2018,48.945,49.875,48.625,49.837502,49.347286,35561600
1/3/2018,51.025002,53.424999,50.9375,53.1175,52.595024,91470400
1/4/2018,53.939999,54.512501,53.172501,53.397499,52.872272,58326800
1/5/2018,53.547501,54.227501,52.77,53.849998,53.320324,58012400
1/8/2018,55.099998,56.25,54.645,55.5,54.954086,88121600
1/9/2018,55.555,55.955002,54.66,55.485001,54.93924,49700000
1/10/2018,54.549999,55.955002,54,55.919998,55.369965,58266400
1/11/2018,56.25,56.567501,55.802502,56.02,55.468983,40603200
1/12/2018,55.900002,56.247501,55.334999,55.744999,55.196682,35991600
1/16/2018,56.012501,56.877499,54.172501,55.0275,54.48624,70234800
1/17/2018,55.174999,56.279999,54.224998,56.18,55.627403,53840800
1/18/2018,55.985001,56.66,55.669998,56.110001,55.558098,40863200
1/19/2018,57.022499,57.772499,56.75,57.5275,56.961651,60938000
1/22/2018,57.607498,58.439999,57.025002,58.422501,57.847843,55094400
1/23/2018,58.962502,59.9575,58.775002,59.727501,59.140022,47522800
1/24/2018,59.759998,60.122501,58.387501,58.950001,58.370167,57997200
1/25/2018,59.5,59.9375,58.9375,59.087502,58.506306,40988400
1/26/2018,59.529999,60.834999,59.400002,60.8325,60.234131,51635600
1/29/2018,60.685001,62.0275,60.1525,61.712502,61.105495,45511600
1/30/2018,60.2775,61.605,59.602501,60.68,60.083138,57083200
1/31/2018,61.442501,62.317501,61.112499,61.450001,60.84557,47857600
2/1/2018,59.630001,61.724998,59.514999,60.125,59.533604,51922400
2/2/2018,59.25,59.4925,57.7925,58.380001,57.805759,71846400
2/5/2018,56.75,58.307499,51.25,53.424999,52.899498,116520400
2/6/2018,51.099998,56.424999,51,56.395,55.84029,111480000
2/7/2018,57.395,58.7425,56.674999,57.200001,56.637367,80293200
2/8/2018,58.470001,58.805,54.377499,54.380001,53.845104,114400000
2/9/2018,59.5625,59.7225,54.380001,58.02,57.449299,167460400
2/12/2018,58.84,58.869999,56.2575,57.0075,56.446766,109317200
2/13/2018,56.639999,58.625,56.3125,58.157501,57.585461,62552400
2/14/2018,57.75,60.647499,57.637501,60.355,59.761341,74498800
2/15/2018,61.197498,62.092499,60.380001,61.625,61.018848,69890000
2/16/2018,61.349998,62.5,60.8675,60.959999,60.360382,63765600
2/20/2018,61.1875,62.967499,61.150002,62.27,61.657494,68624000
2/21/2018,62.922501,62.9925,60.34,60.377499,59.783611,89229200
2/22/2018,60.682499,61.407501,59.875,60.537498,59.979294,53436400
2/23/2018,61.142502,61.482498,60.630001,61.482498,60.915588,41530000
2/26/2018,61.950001,61.994999,61.014999,61.645,61.076584,46931200
2/27/2018,61.375,62.227501,61.282501,61.514999,60.947777,45543600
2/28/2018,61.625,62.025002,60.3825,60.5,59.942131,52311600
3/1/2018,60.477501,61.022499,57.029999,58.052502,57.517216,104012000
3/2/2018,56.965,59.200001,55.462502,59.134998,58.589725,91342800
3/5/2018,58.627499,59.3125,57.380001,58.912498,58.369274,62077600
3/6/2018,59.775002,60.735001,59.34,60.540001,59.981781,63680800
3/7/2018,59.5,60.987499,59.487499,60.459999,59.902512,58120800
3/8/2018,60.737499,60.737499,59.8475,60.294998,59.73904,41191200
3/9/2018,60.775002,61.462502,60.612499,61.3325,60.76696,50552400
3/12/2018,61.75,63.25,61.6675,62.439999,61.864246,60506000
3/13/2018,62.872501,63.625,61.509998,61.927502,61.35648,61977200
3/14/2018,62.362499,62.637501,61.555,62.185001,61.611607,50549600
3/15/2018,62.322498,63.154999,61.91,62.334999,61.76022,40195200
3/16/2018,62.5,62.8125,62.119999,62.619999,62.042587,39945600
3/19/2018,62.044998,62.337502,59.25,60.25,59.694443,71377200
3/20/2018,60.279999,62.787498,60.279999,62.395,61.819668,55469600
3/21/2018,62.330002,63,61.8325,62.139999,61.56702,43868800
3/22/2018,61.5,61.970001,60.084999,60.462502,59.904987,55119600
3/23/2018,60.599998,60.625,58.130001,58.2425,57.705456,73562000
3/26/2018,59.5,61.1325,58.974998,61.119999,60.556423,61142400
3/27/2018,61.9375,62.5,54.962502,56.380001,55.860126,140900000
3/28/2018,56.032501,57.3475,54.25,55.337502,54.827251,94590400
3/29/2018,56.0275,58.875,55.174999,57.897499,57.363644,91662800
4/2/2018,57.185001,58.662498,54.375,55.262501,54.75293,92209200
4/3/2018,56.950001,57.587502,55.337502,56.337502,55.81802,66743200
4/4/2018,53.752499,56.665001,53.5,56.560001,56.038471,78916800
4/5/2018,57.150002,57.282501,54.622501,55.345001,54.834679,70124000
4/6/2018,54.307499,55.400002,53.267502,53.5625,53.068611,66298800
4/9/2018,54.200001,55.4925,53.650002,53.852501,53.355942,49952400
4/10/2018,56.18,57.25,55.602501,56.977501,56.452129,76167600
4/11/2018,56.827499,57.244999,56.23,56.560001,56.038471,46024400
4/12/2018,57.5,58.830002,57.052502,58.650002,58.1092,59392000
4/13/2018,59.2925,59.377499,57.387501,57.875,57.341347,50303600
4/16/2018,57.942501,58.209999,56.919998,57.872501,57.338871,35079200
4/17/2018,58.400002,59.599998,57.837502,59.384998,58.837414,44722400
4/18/2018,58.875,59.8125,58.192501,59.092499,58.547619,39136400
4/19/2018,57.9375,58.275002,56.700001,57.259998,56.732014,47199600
4/20/2018,57.172501,58.025002,56.862499,57.177502,56.65028,38620000
4/23/2018,57.357498,57.875,55.7075,55.970001,55.453911,42750800
4/24/2018,56.23,57.200001,54.639999,55.299999,54.790089,41459600
4/25/2018,55,55.395,52.575001,54.165001,53.665554,58849200
4/26/2018,55.799999,56.387501,55.1325,56.305,55.785828,37582400
4/27/2018,57.375,57.575001,56.154999,56.5825,56.060757,40084800
4/30/2018,56.747501,57.25,56.029999,56.224998,55.706558,32784400
5/1/2018,56.142502,56.8125,55.549999,56.785,56.261398,25378800
5/2/2018,56.75,57.200001,56.3125,56.577499,56.055813,26824800
5/3/2018,56.900002,58.512501,56.442501,58.247501,57.710415,44314400
5/4/2018,57.9575,59.797501,57.782501,59.764999,59.213921,40066000
5/7/2018,60.822498,62.747501,60.7225,62.169998,61.596737,68761600
5/8/2018,62.172501,62.627499,61.677502,62.599998,62.02277,50661600
5/9/2018,62.802502,63.967499,62.5275,63.945,63.35537,59676000
5/10/2018,64.480003,65.125,64.300003,65.032501,64.432846,99408000
5/11/2018,63.195,64.947502,62.634998,63.6325,63.045753,121445600
5/14/2018,64.017502,64.622498,63.599998,63.84,63.251343,52314000
5/15/2018,63.197498,63.224998,60.375,61.389999,60.823936,96352800
5/16/2018,61,62.130001,60.627499,61.502499,60.93539,55382800
5/17/2018,61.52,62.875,61.357498,61.927502,61.35648,51978400
5/18/2018,62.452499,63.092499,61.435001,61.485001,60.918056,48371600
5/21/2018,62.470001,62.5075,60.122501,61.060001,60.496983,64062400
5/22/2018,61.195,61.450001,60.0625,60.674999,60.11552,51826400
5/23/2018,60.07,61.897499,60.0625,61.884998,61.352283,44295600
5/24/2018,61.8475,62.349998,61.310001,61.922501,61.389465,43737200
5/25/2018,62.049999,62.485001,61.689999,62.32,61.783546,29211200
5/29/2018,62.137501,62.834999,61.674999,62.147499,61.612526,35268400
5/30/2018,62.487499,63.334999,62.237499,63.247501,62.70306,39099600
5/31/2018,62.924999,63.799999,62.817501,63.047501,62.504776,49386800
6/1/2018,63.5,64.467499,63.412498,64.404999,63.850586,42196800
6/4/2018,64.75,66.434998,64.425003,66.212502,65.642548,64202400
6/5/2018,66.245003,66.647499,65.792503,66.267502,65.697067,39171200
6/6/2018,65.357498,66.32,65.192497,66.287498,65.716904,37135600
6/7/2018,66.25,66.370003,64.8125,65.724998,65.159225,36944800
6/8/2018,64.989998,66,64.800003,65.57,65.005569,36045600
6/11/2018,65.442497,65.862503,65.025002,65.154999,64.594131,26537200
6/12/2018,65.422501,65.767502,64.915001,65.644997,65.079918,31916000
6/13/2018,65.660004,66.417503,65.5075,65.599998,65.035294,33820800
6/14/2018,66.055,67.300003,65.904999,66.727501,66.153099,43001600
6/15/2018,66.150002,66.870003,65.837502,66.315002,65.744171,43226000
6/18/2018,65.870003,66.449997,65.595001,66.272499,65.702026,35626800
6/19/2018,65.230003,65.910004,63.755001,65.042503,64.48262,59493200
6/20/2018,65.457497,66.112503,65.07,65.577499,65.012993,36978000
6/21/2018,65.900002,66.084999,64.199997,64.277496,63.724186,35951600
6/22/2018,64.487503,64.622498,62.5825,62.737499,62.197449,43416000
6/25/2018,61.662498,61.700001,58.884998,59.779999,59.265408,66581600
6/26/2018,60.924999,61.412498,59.977501,60.497501,59.976734,47888400
6/27/2018,60.9375,61.607498,58.875,58.93,58.422729,45389200
6/28/2018,58.830002,60.334999,58.752499,60.215,59.696663,33801200
6/29/2018,60.872501,61,59.212502,59.224998,58.715187,39230000
7/2/2018,58.522499,60.5975,58.314999,60.560001,60.038692,35757200
7/3/2018,60.91,60.970001,59.125,59.209999,58.700317,22273200
7/5/2018,59.767502,60.732498,59.375,60.682499,60.160137,30621600
7/6/2018,60.435001,61.9175,60.220001,61.8325,61.30024,29635200
7/9/2018,62.5825,62.68,61.517502,62.3125,61.776108,30388000
7/10/2018,62.4375,63.535,62.029999,63.3125,62.767494,36001600
7/11/2018,62.375,62.724998,61.775002,61.8825,61.349812,36750800
7/12/2018,62.34,63.2925,62.240002,62.807499,62.26685,34550800
7/13/2018,62.994999,62.994999,61.904999,62.330002,61.793465,24698800
7/16/2018,62.049999,62.584999,61.924999,62.049999,61.515873,19703600
7/17/2018,61.552502,63.575001,61.294998,63.422501,62.876553,36213600
7/18/2018,63.3475,63.487499,62.41,62.924999,62.383335,27764000
7/19/2018,62.735001,63.3475,62.5825,63.0075,62.46513,23575200
7/20/2018,62.982498,63.375,62.612499,62.7225,62.182575,22235200
7/23/2018,62.455002,62.4725,60.82,62.352501,61.815762,30158400
7/24/2018,62.837502,63.712502,62,62.177502,61.642269,35462000
7/25/2018,62.272499,63.095001,61.6875,62.967499,62.425465,31911200
7/26/2018,62.764999,64.082497,62.595001,63.709999,63.161572,32512400
7/27/2018,64.080002,64.150002,62.459999,63.005001,62.462646,29542000
7/30/2018,63.147499,63.2075,60.68,61.032501,60.507133,34034000
7/31/2018,60.927502,61.970001,60.535,61.215,60.688057,28398800
