Date,Index
7-Apr-21,4079.952926
8-Apr-21,4097.168046
9-Apr-21,4128.80208
12-Apr-21,4127.993234
13-Apr-21,4141.593759
14-Apr-21,4124.66063
15-Apr-21,4170.42279
16-Apr-21,4185.468711
19-Apr-21,4163.258095
20-Apr-21,4134.939425
21-Apr-21,4173.421559
22-Apr-21,4134.981665
23-Apr-21,4180.167376
26-Apr-21,4187.61747
27-Apr-21,4186.718222
28-Apr-21,4183.183002
29-Apr-21,4211.474874
30-Apr-21,4181.174895
3-May-21,4192.657608
4-May-21,4164.659037
5-May-21,4167.587767
6-May-21,4201.61878
7-May-21,4232.601378
10-May-21,4188.42735
11-May-21,4152.095308
12-May-21,4063.03788
13-May-21,4112.496014
14-May-21,4173.854094
17-May-21,4163.290455
18-May-21,4127.829825
19-May-21,4115.676785
20-May-21,4159.124418
21-May-21,4155.857812
24-May-21,4197.047252
25-May-21,4188.134113
26-May-21,4195.993634
27-May-21,4200.875802
28-May-21,4204.110546
31-May-21,
1-Jun-21,4202.041609
2-Jun-21,4208.11922
3-Jun-21,4192.854814
4-Jun-21,4229.890604
7-Jun-21,4226.520178
8-Jun-21,4227.255004
9-Jun-21,4219.546831
10-Jun-21,4239.184154
11-Jun-21,4247.439785
14-Jun-21,4255.15033
15-Jun-21,4246.593978
16-Jun-21,4223.704192
17-Jun-21,4221.858332
18-Jun-21,4166.453237
21-Jun-21,4224.787804
22-Jun-21,4246.435018
23-Jun-21,4241.835989
24-Jun-21,4266.485781
25-Jun-21,4280.702422
28-Jun-21,4290.607785
29-Jun-21,4291.801656
30-Jun-21,4297.496632
1-Jul-21,4319.940081
2-Jul-21,4352.338879
5-Jul-21,
6-Jul-21,4343.543069
7-Jul-21,4358.133227
8-Jul-21,4320.817646
9-Jul-21,4369.550998
12-Jul-21,4384.625725
13-Jul-21,4369.209766
14-Jul-21,4374.296633
15-Jul-21,4360.026744
16-Jul-21,4327.158154
19-Jul-21,4258.492631
20-Jul-21,4323.058604
21-Jul-21,4358.693294
22-Jul-21,4367.47506
23-Jul-21,4411.792422
26-Jul-21,4422.303542
27-Jul-21,4401.463058
28-Jul-21,4400.635507
29-Jul-21,4419.148765
30-Jul-21,4395.263972
2-Aug-21,4387.155946
3-Aug-21,4423.153624
4-Aug-21,4402.661048
5-Aug-21,4429.102989
6-Aug-21,4436.517757
9-Aug-21,4432.352995
10-Aug-21,4436.752879
11-Aug-21,4447.703577
12-Aug-21,4460.831919
13-Aug-21,4468.003244
16-Aug-21,4479.70872
17-Aug-21,4448.075405
18-Aug-21,4400.266336
19-Aug-21,4405.802893
20-Aug-21,4441.665182
23-Aug-21,4479.530464
24-Aug-21,4486.234137
25-Aug-21,4496.190894
26-Aug-21,4469.996354
27-Aug-21,4509.369089
30-Aug-21,4528.793664
31-Aug-21,4522.680119
1-Sep-21,4524.092271
2-Sep-21,4536.946164
3-Sep-21,4535.432645
6-Sep-21,
7-Sep-21,4520.027755
8-Sep-21,4514.068525
9-Sep-21,4493.284297
10-Sep-21,4458.579855
13-Sep-21,4468.726298
14-Sep-21,4443.049865
15-Sep-21,4480.701494
16-Sep-21,4473.752752
17-Sep-21,4432.98748
20-Sep-21,4357.727866
21-Sep-21,4354.188856
22-Sep-21,4395.637139
23-Sep-21,4448.984053
24-Sep-21,4455.477916
27-Sep-21,4443.110401
28-Sep-21,4352.634347
29-Sep-21,4359.461058
30-Sep-21,4307.538751
1-Oct-21,4357.038875
4-Oct-21,4300.459012
5-Oct-21,4345.71622
6-Oct-21,4363.545162
7-Oct-21,4399.763308
8-Oct-21,4391.338052
11-Oct-21,4361.190486
12-Oct-21,4350.645968
13-Oct-21,4363.804508
14-Oct-21,4438.26438
15-Oct-21,4471.368454
18-Oct-21,4486.460492
19-Oct-21,4519.630612
20-Oct-21,4536.19214
21-Oct-21,4549.781347
22-Oct-21,4544.898253
25-Oct-21,4566.478002
26-Oct-21,4574.788837
27-Oct-21,4551.681135
28-Oct-21,4596.415079
29-Oct-21,4605.376648
1-Nov-21,4613.673008
2-Nov-21,4630.653361
3-Nov-21,4660.569583
4-Nov-21,4680.055843
5-Nov-21,4697.526805
8-Nov-21,4701.702043
9-Nov-21,4685.251177
10-Nov-21,4646.707668
11-Nov-21,4649.269203
12-Nov-21,4682.847396
15-Nov-21,4682.803544
16-Nov-21,4700.89713
17-Nov-21,4688.6707
18-Nov-21,4704.541943
19-Nov-21,4697.955106
22-Nov-21,4682.943948
23-Nov-21,4690.698051
24-Nov-21,4701.464854
25-Nov-21,
26-Nov-21,4594.618278
29-Nov-21,4655.270189
30-Nov-21,4567.001494
1-Dec-21,4513.036155
2-Dec-21,4577.100532
3-Dec-21,4538.427865
6-Dec-21,4591.671795
7-Dec-21,4686.745461
8-Dec-21,4701.207864
9-Dec-21,4667.453953
10-Dec-21,4712.024136
13-Dec-21,4668.972086
14-Dec-21,4634.087615
15-Dec-21,4709.853905
16-Dec-21,4668.671197
17-Dec-21,4620.638985
20-Dec-21,4568.017243
21-Dec-21,4649.226641
22-Dec-21,4696.561572
23-Dec-21,4725.788242
24-Dec-21,
27-Dec-21,4791.191955
28-Dec-21,4786.354117
29-Dec-21,4793.058121
30-Dec-21,4778.726906
31-Dec-21,4766.182972
3-Jan-22,4796.561248
4-Jan-22,4793.537223
5-Jan-22,4700.578368
6-Jan-22,4696.053828
7-Jan-22,4677.027657
10-Jan-22,4670.290379
11-Jan-22,4713.067322
12-Jan-22,4726.345723
13-Jan-22,4659.02549
14-Jan-22,4662.854119
17-Jan-22,
18-Jan-22,4577.108401
19-Jan-22,4532.759623
20-Jan-22,4482.727603
21-Jan-22,4397.939175
24-Jan-22,4410.127426
25-Jan-22,4356.453875
26-Jan-22,4349.928636
27-Jan-22,4326.513682
28-Jan-22,4431.849119
31-Jan-22,4515.547579
1-Feb-22,4546.539026
2-Feb-22,4589.37656
3-Feb-22,4477.441954
4-Feb-22,4500.531457
7-Feb-22,4483.865293
8-Feb-22,4521.538866
9-Feb-22,4587.178889
10-Feb-22,4504.084787
11-Feb-22,4418.636517
14-Feb-22,4401.666982
15-Feb-22,4471.074247
16-Feb-22,4475.0111
17-Feb-22,4380.258563
18-Feb-22,4348.869197
21-Feb-22,
22-Feb-22,4304.757602
23-Feb-22,4225.504881
24-Feb-22,4288.696013
25-Feb-22,4384.654491
28-Feb-22,4373.939149
1-Mar-22,4306.258893
2-Mar-22,4386.544091
3-Mar-22,4363.486749
4-Mar-22,4328.872886
7-Mar-22,4201.087793
8-Mar-22,4170.704104
9-Mar-22,4277.880102
10-Mar-22,4259.524999
11-Mar-22,4204.311851
14-Mar-22,4173.111725
15-Mar-22,4262.445606
16-Mar-22,4357.857096
17-Mar-22,4411.667616
18-Mar-22,4463.11759
21-Mar-22,4461.180137
22-Mar-22,4511.606159
23-Mar-22,4456.236047
24-Mar-22,4520.161526
25-Mar-22,4543.056379
28-Mar-22,4575.516325
29-Mar-22,4631.604852
30-Mar-22,4602.448612
31-Mar-22,4530.413452
1-Apr-22,4545.855537
4-Apr-22,4582.636094
5-Apr-22,4525.12211
6-Apr-22,4481.153336
7-Apr-22,4500.209423
8-Apr-22,4488.281751
11-Apr-22,4412.528779
12-Apr-22,4397.447236
13-Apr-22,4446.591793
14-Apr-22,4392.587662
15-Apr-22,
18-Apr-22,4391.690372
19-Apr-22,4462.210079
20-Apr-22,4459.450335
21-Apr-22,4393.663475
22-Apr-22,4271.775619
25-Apr-22,4296.116465
26-Apr-22,4175.197276
27-Apr-22,4183.955297
28-Apr-22,4287.501063
29-Apr-22,4131.92641
2-May-22,4155.377569
3-May-22,4175.475703
4-May-22,4300.173766
5-May-22,4146.867602
6-May-22,4123.33565
9-May-22,3991.23738
10-May-22,4001.054695
11-May-22,3935.184603
12-May-22,3930.081903
13-May-22,4023.89127
16-May-22,4008.010483
17-May-22,4088.850412
18-May-22,3923.679764
19-May-22,3900.786939
20-May-22,3901.360576
23-May-22,3973.751583
24-May-22,3941.476943
25-May-22,3978.732681
26-May-22,4057.84078
27-May-22,4158.238361
30-May-22,
31-May-22,4132.147782
1-Jun-22,4101.229812
2-Jun-22,4176.817943
3-Jun-22,4108.535408
6-Jun-22,4121.429431
7-Jun-22,4160.683327
8-Jun-22,4115.772471
9-Jun-22,4017.818495
10-Jun-22,3900.864476
13-Jun-22,3749.627287
14-Jun-22,3735.483134
15-Jun-22,3789.986325
16-Jun-22,3666.767502
17-Jun-22,3674.84136
20-Jun-22,
21-Jun-22,3764.787971
22-Jun-22,3759.893112
23-Jun-22,3795.727406
24-Jun-22,3911.743851
27-Jun-22,3900.114131
28-Jun-22,3821.545859
29-Jun-22,3818.832719
30-Jun-22,3785.384846
1-Jul-22,3825.326105
4-Jul-22,
5-Jul-22,3831.390402
6-Jul-22,3845.081223
7-Jul-22,3902.622495
8-Jul-22,3899.377148
11-Jul-22,3854.433263
12-Jul-22,3818.797783
13-Jul-22,3801.780627
14-Jul-22,3790.377382
15-Jul-22,3863.162827
18-Jul-22,3830.852851
19-Jul-22,3936.68953
20-Jul-22,3959.89872
21-Jul-22,3998.95142
22-Jul-22,3961.634881
25-Jul-22,3966.844984
26-Jul-22,3921.049611
27-Jul-22,4023.612423
28-Jul-22,4072.4343
29-Jul-22,4130.285774
1-Aug-22,4118.629566
2-Aug-22,4091.185103
3-Aug-22,4155.172736
4-Aug-22,4151.944184
5-Aug-22,4145.189077
8-Aug-22,4140.058351
9-Aug-22,4122.465867
10-Aug-22,4210.240513
11-Aug-22,4207.274432
12-Aug-22,4280.150528
15-Aug-22,4297.143481
16-Aug-22,4305.199324
17-Aug-22,4274.038653
18-Aug-22,4283.742822
19-Aug-22,4228.478488
22-Aug-22,4137.985374
23-Aug-22,4128.728611
24-Aug-22,4140.768431
25-Aug-22,4199.119587
26-Aug-22,4057.663071
29-Aug-22,4030.612996
30-Aug-22,3986.161883
31-Aug-22,3954.999001
1-Sep-22,3966.850262
2-Sep-22,3924.25958
5-Sep-22,
6-Sep-22,3908.189988
7-Sep-22,3979.874896
8-Sep-22,4006.179117
9-Sep-22,4067.362325
12-Sep-22,4110.40806
13-Sep-22,3932.6933
14-Sep-22,3946.012382
15-Sep-22,3901.352835
16-Sep-22,3873.334273
19-Sep-22,3899.885942
20-Sep-22,3855.934321
21-Sep-22,3789.932741
22-Sep-22,3757.991178
23-Sep-22,3693.233529
26-Sep-22,3655.042215
27-Sep-22,3647.289929
28-Sep-22,3719.03873
29-Sep-22,3640.46814
30-Sep-22,3585.624104
